id_old,id,first,educ,educt,hrwage,lwage,age,white,female,selfemp,uncov,married,tenure,nsibs,daded,momed,educt_t,educ_t,lwage_t,age2,twoplus,aeduct,dlwage,deduc,deduct,dceduc,dceduct,cseduc,cseduct,dcsumint,dcsuminz,duncov,dmaried,dtenure,pedhs,pedcl,dcpedhs,dcpedhst,dcpedcl,dcpedclt
314,309,0,12,12,16.11000061,2.779440165,54,1,1,0,1,1,16.11000061,7,8,11,12,12,2.77258873,2916,0,12,0.006851435,0,0,0,0,12,12,0,0,0,0,-8.88999939,0,0,0,0,0,0
315,310,1,15,16,25,3.218875885,50,1,1,0,0,1,23,,16,12,15,16,2.708050251,2500,0,16,0.510825634,-1,-1,-1,-1,15.5,15.5,-15.5,-15.5,0,0,7,0,1,0,0,-1,-1
315,310,0,16,15,15,2.708050251,50,1,1,0,0,1,16,2,16,12,16,15,3.218875885,2500,0,15,-0.510825634,1,1,1,1,15.5,15.5,15.5,15.5,0,0,-7,0,1,0,0,1,1
316,311,1,15,16,5.5,1.704748034,26,1,0,0,0,0,0.199999988,5,7,9,16,16,2.120263577,676,0,16,-0.415515542,-1,0,-1,0,15.5,16,-15.5,0,0,0,-0.400000036,0,0,0,0,0,0
316,311,0,16,16,8.333333015,2.120263577,26,0,0,0,0,0,0.600000024,5,7,11,16,15,1.704748034,676,0,15.5,0.415515542,1,0,0,1,16,15.5,0,15.5,0,0,0.400000036,0,0,0,0,0,0
317,312,0,18,18,26.66666603,3.283414364,34,1,0,0,0,1,5.599999428,3,18,16,18,18,3.218875885,1156,0,18,0.064538479,0,0,0,0,18,18,0,0,0,0,-6.400000572,0,1,0,0,0,0
317,312,1,18,18,25,3.218875885,34,1,0,0,0,1,12,3,18,16,18,18,3.283414364,1156,0,18,-0.064538479,0,0,0,0,18,18,0,0,0,0,6.400000572,0,1,0,0,0,0
318,313,1,15,15,7,1.945910096,31,1,1,0,0,0,4,1,16,12,16,16,2.207274914,961,0,15.5,-0.261364818,-1,1,0,0,15,16,0,0,0,0,2.200000763,0,1,0,0,0,0
318,313,0,16,16,9.090909004,2.207274914,31,1,1,0,0,0,1.799999237,,16,12,15,15,1.945910096,961,0,15.5,0.261364818,1,-1,0,0,16,15,0,0,0,0,-2.200000763,0,1,0,0,0,0
319,314,1,16,16,11.18890667,2.414922714,50,1,1,0,1,1,7,,12,12,16,16,3.575549603,2500,0,16,-1.160626888,0,0,0,0,16,16,0,0,0,0,2,0,0,0,0,0,0
319,314,0,16,16,35.71424484,3.575549603,50,1,1,0,1,1,5,2,12,8,16,16,2.414922714,2500,0,16,1.160626888,0,0,0,0,16,16,0,0,0,0,-2,0,0,0,0,0,0
320,315,1,18,18,8,2.079441547,23,1,1,0,0,0,,2,12,12,18,15,2.169053793,529,0,16.5,-0.089612246,3,0,0,3,18,16.5,0,49.5,0,0,,1,0,0,3,0,0
320,315,0,15,18,8.75,2.169053793,23,1,1,0,0,0,0.600000024,2,12,12,18,18,2.079441547,529,0,18,0.089612246,-3,0,-3,0,16.5,18,-49.5,0,0,0,,1,0,-3,0,0,0
321,316,0,18,18,16.66666603,2.813410759,32,1,1,0,0,0,0.600000024,1,18,12,18,18,2.764146805,1024,0,18,0.049263954,0,0,0,0,18,18,0,0,0,0,0.100000024,0,1,0,0,0,0
321,316,1,18,18,15.86549664,2.764146805,32,1,1,0,0,0,0.5,1,18,12,18,18,2.813410759,1024,0,18,-0.049263954,0,0,0,0,18,18,0,0,0,0,-0.100000024,0,1,0,0,0,0
322,317,1,12,14,9.25,2.224623442,37,1,0,0,0,0,5,9,8,12,12,14,2.169053793,1369,0,14,0.055569649,-2,-2,-2,-2,13,13,-26,-26,-1,0,-5,0,0,0,0,0,0
322,317,0,14,12,8.75,2.169053793,37,1,0,0,1,0,10,10,9,12,14,12,2.224623442,1369,0,12,-0.055569649,2,2,2,2,13,13,26,26,1,0,5,0,0,0,0,0,0
323,318,1,12,12,9.130000114,2.211565733,28,1,1,0,0,0,0.800000012,3,12,12,12,12,2.555675745,784,0,12,-0.344110012,0,0,0,0,12,12,0,0,0,0,-4.799999237,1,0,0,0,0,0
323,318,0,12,12,12.88000011,2.555675745,28,1,1,0,0,0,5.599999428,3,12,12,12,12,2.211565733,784,0,12,0.344110012,0,0,0,0,12,12,0,0,0,0,4.799999237,1,0,0,0,0,0
324,319,1,16,14,7.5,2.014903069,57,1,1,0,0,1,7,3,12,12,16,14,1.945910096,3249,0,14,0.068992972,2,2,2,2,15,15,30,30,0,0,-29,0,0,0,0,0,0
324,319,0,14,16,7,1.945910096,57,1,1,0,0,1,36,3,5,12,14,16,2.014903069,3249,0,16,-0.068992972,-2,-2,-2,-2,15,15,-30,-30,0,0,29,0,0,0,0,0,0
325,320,0,12,12,16.11000061,2.779440165,33,1,0,0,1,1,14.89999962,5,12,15,12,12,2.982646465,1089,0,12,-0.203206301,0,0,0,0,12,12,0,0,1,0,7.899999619,0,1,0,0,0,0
325,320,1,12,12,19.73999023,2.982646465,33,1,0,0,0,1,7,8,12,14,12,12,2.779440165,1089,0,12,0.203206301,0,0,0,0,12,12,0,0,-1,0,-7.899999619,0,1,0,0,0,0
326,321,1,12,12,10.41666698,2.343407154,56,1,0,0,0,1,28,13,8,,12,12,2.564949274,3136,0,12,-0.22154212,0,0,0,0,12,12,0,0,-1,0,-10,0,0,0,0,0,0
326,321,0,12,12,13,2.564949274,56,1,0,0,1,1,38,10,8,8,12,12,2.343407154,3136,0,12,0.22154212,0,0,0,0,12,12,0,0,1,0,10,0,0,0,0,0,0
327,322,1,12,12,17.57998657,2.866761208,38,1,1,0,0,1,1.599999428,5,12,18,12,12,1.916922688,1444,0,12,0.949838519,0,0,0,0,12,12,0,0,0,0,-2.400000572,0,1,0,0,0,0
327,322,0,12,12,6.800000191,1.916922688,38,1,1,0,0,1,4,5,12,10,12,12,2.866761208,1444,0,12,-0.949838519,0,0,0,0,12,12,0,0,0,0,2.400000572,0,1,0,0,0,0
328,323,0,16,16,15,2.708050251,36,0,1,0,1,1,11,3,14,13,16,16,2.90872097,1296,0,16,-0.200670719,0,0,0,0,16,16,0,0,1,1,0,0,1,0,0,0,0
328,323,1,16,16,18.33333397,2.90872097,36,0,1,0,0,0,11,3,13,14,16,16,2.708050251,1296,0,16,0.200670719,0,0,0,0,16,16,0,0,-1,-1,0,0,1,0,0,0,0
329,324,0,12,13,14.94999981,2.704711199,36,1,0,0,1,0,0.899999976,3,12,12,12,14,2.428336382,1296,0,13.5,0.276374817,-2,-1,-1,-2,12.5,13,-12.5,-26,1,-1,-1.100000024,0,0,0,0,0,0
329,324,1,14,12,11.34000015,2.428336382,36,1,0,0,0,1,2,3,10,10,13,12,2.704711199,1296,0,12,-0.276374817,2,1,2,1,13,12.5,26,12.5,-1,1,1.100000024,0,0,0,0,0,0
330,325,1,15,12,10,2.302585125,32,1,0,1,0,0,,2,18,16,15,13,2.486509085,1024,0,12.5,-0.18392396,2,3,3,2,13.5,14,40.5,28,0,-1,,0,1,0,0,3,2
330,325,0,13,15,12.01924419,2.486509085,32,1,0,1,0,1,,2,18,16,12,15,2.302585125,1024,0,15,0.18392396,-2,-3,-2,-3,14,13.5,-28,-40.5,0,1,,0,1,0,0,-2,-3
331,326,0,12,12,16.45999146,2.800932646,57,1,0,0,1,1,25,4,6,6,12,12,2.642393351,3249,0,12,0.158539295,0,0,0,0,12,12,0,0,1,0,-8,0,0,0,0,0,0
331,326,1,12,12,14.04678154,2.642393351,57,1,0,0,0,1,33,4,8,10,12,12,2.800932646,3249,0,12,-0.158539295,0,0,0,0,12,12,0,0,-1,0,8,0,0,0,0,0,0
332,327,1,16,16,5,1.609437943,24,1,0,0,0,0,0.399999976,4,16,16,16,16,1.609437943,576,0,16,0,0,0,0,0,16,16,0,0,0,0,-0.400000036,0,1,0,0,0,0
332,327,0,16,16,5,1.609437943,24,1,0,0,0,0,0.800000012,4,17,16,16,16,1.609437943,576,0,16,0,0,0,0,0,16,16,0,0,0,0,0.400000036,0,1,0,0,0,0
333,328,1,12,12,10.75,2.374905825,42,1,0,0,0,0,16,15,6,12,12,12,2.689207077,1764,0,12,-0.314301252,0,0,0,0,12,12,0,0,-1,-1,-4,0,0,0,0,0,0
333,328,0,12,12,14.72000027,2.689207077,42,1,0,0,1,1,20,15,12,12,12,12,2.374905825,1764,0,12,0.314301252,0,0,0,0,12,12,0,0,1,1,4,0,0,0,0,0,0
334,329,0,13,12,11.70042133,2.459624767,34,1,1,0,0,1,3.599999428,5,12,12,13,13,2.35868144,1156,0,12.5,0.100943327,0,1,1,0,12.5,13,12.5,0,0,0,-4.400000572,1,0,1,0,0,0
334,329,1,13,13,10.57699585,2.35868144,34,1,1,0,0,1,8,5,12,12,12,13,2.459624767,1156,0,13,-0.100943327,0,-1,0,-1,13,12.5,0,-12.5,0,0,4.400000572,1,0,0,-1,0,0
335,330,0,16,16,10.96000004,2.3942523,27,1,1,0,0,0,2.099999428,4,16,12,16,16,2.91180706,729,0,16,-0.51755476,0,0,0,0,16,16,0,0,0,-1,-2.900000572,0,1,0,0,0,0
335,330,1,16,16,18.38999939,2.91180706,27,1,1,0,0,1,5,3,16,13,16,16,2.3942523,729,0,16,0.51755476,0,0,0,0,16,16,0,0,0,1,2.900000572,0,1,0,0,0,0
336,331,0,16,16,25.2631588,3.229347229,38,1,1,0,0,1,9,3,12,14,16,18,3.187624693,1444,0,17,0.041722536,-2,0,0,-2,16,17,0,-34,0,1,-7.099990845,1,0,0,-2,0,0
336,331,1,18,16,24.23080063,3.187624693,38,1,1,0,0,0,16.09999084,3,12,12,16,16,3.229347229,1444,0,16,-0.041722536,2,0,2,0,17,16,34,0,0,-1,7.099990845,1,0,2,0,0,0
337,332,0,12,12,7,1.945910096,28,1,1,0,0,0,2.599999428,2,12,12,12,12,1.945910096,784,0,12,0,0,0,0,0,12,12,0,0,0,0,0,1,0,0,0,0,0
337,332,1,12,12,7,1.945910096,28,1,1,0,0,0,2.599999428,2,12,12,12,12,1.945910096,784,0,12,0,0,0,0,0,12,12,0,0,0,0,0,1,0,0,0,0,0
338,333,0,13,12,8.791234016,2.173755169,33,1,0,0,0,1,13.5,3,10,14,12,14.5,1.871802211,1089,0,13.25,0.301952958,-1.5,0,1,-2.5,12.5,13.25,12.5,-33.125,-1,0,12.5,1,0,1,-2.5,0,0
338,333,1,14.5,12,6.5,1.871802211,33,1,0,0,1,1,1,3,10,14,12,13,2.173755169,1089,0,12.5,-0.301952958,1.5,0,2.5,-1,13.25,12.5,33.125,-12.5,1,0,-12.5,1,0,2.5,-1,0,0
339,334,1,12,12,5.63999939,1.729883909,31,1,1,0,0,1,1,3,12,12,12,12,2.052840948,961,0,12,-0.322957039,0,0,0,0,12,12,0,0,0,0,-1.599999428,1,0,0,0,0,0
339,334,0,12,12,7.789999962,2.052840948,31,1,1,0,0,1,2.599999428,3,12,12,12,12,1.729883909,961,0,12,0.322957039,0,0,0,0,12,12,0,0,0,0,1.599999428,1,0,0,0,0,0
340,335,0,10,10,7.289999962,1.986503482,47,1,1,0,0,1,4.5,4,,,12,12,1.824549317,2209,0,11,0.161954165,-2,2,0,0,10,12,0,0,0,0,0.5,,,,,,
340,335,1,12,12,6.199999809,1.824549317,47,1,1,0,0,1,4,,12,12,10,10,1.986503482,2209,0,11,-0.161954165,2,-2,0,0,12,10,0,0,0,0,-0.5,,,,,,
