"first","educ","educt","hrwage","lwage","age","white","female","selfemp","uncov","married","tenure","nsibs","daded","momed","educt_t","educ_t","lwage_t","age2","twoplus","aeduct","dlwage","deduc","deduct","dceduc","dceduct","cseduc","cseduct","dcsumint","dcsuminz","duncov","dmaried","dtenure","pedhs","pedcl","dcpedhs","dcpedhst","dcpedcl","dcpedclt"
,13,12,8.75,2.169053792953491,30,1,0,0,0,1,6,4,12,12,13,12,2.1341664791107178,900,0,12,0.03488731384277344,1,1,1,1,12.5,12.5,12.5,12.5,0,0,0,1,0,1,1,0,0
1,16,18,38,3.6375861167907715,45,1,1,1,0,1,13,1,16,12,16,17,3.5065553188323975,2025,0,17.5,0.13103079795837402,-1,-2,-2,-1,17,16.5,-34,-16.5,-1,0,-9,0,1,0,0,-2,-1
,17,16,33.33324432373047,3.5065553188323975,45,1,1,0,1,1,22,1,18,12,18,16,3.6375861167907715,2025,0,16,-0.13103079795837402,1,2,1,2,16.5,17,16.5,34,1,0,9,0,1,0,0,1,2
1,16,14,5.25,1.6582280397415161,70,0,0,0,0,1,15,1,6,8,16,14,2.0028305053710938,4900,0,14,-0.34460246562957764,2,2,2,2,15,15,30,30,0,0,6,0,0,0,0,0,0
,14,16,7.409999847412109,2.0028305053710938,70,0,0,0,0,1,9,1,0,3,14,16,1.6582280397415161,4900,0,16,0.34460246562957764,-2,-2,-2,-2,15,15,-30,-30,0,0,-6,0,0,0,0,0,0
1,12,12,10.909090995788574,2.389596462249756,58,1,0,1,0,1,31,1,9,12,12,12,2.0512707233428955,3364,0,12,0.33832573890686035,0,0,0,0,12,12,0,0,0,0,30,0,0,0,0,0,0
,12,12,7.777777671813965,2.0512707233428955,58,1,0,0,0,1,1,1,8,12,12,12,2.389596462249756,3364,0,12,-0.33832573890686035,0,0,0,0,12,12,0,0,0,0,-30,0,0,0,0,0,0
,16,16,12.241546630859375,2.504835605621338,43,1,1,0,0,1,4,3,12,12,16,16,2.4456889629364014,1849,0,16,0.05914664268493652,0,0,0,0,16,16,0,0,-1,0,-7,1,0,0,0,0,0
1,16,16,11.538496971130371,2.4456889629364014,43,1,1,0,1,1,11,3,12,12,16,16,2.504835605621338,1849,0,16,-0.05914664268493652,0,0,0,0,16,16,0,0,1,0,7,1,0,0,0,0,0
,12,14,14,2.6390573978424072,39,1,0,0,0,1,15,3,12,12,13,14,2.6741485595703125,1521,0,14,-0.03509116172790527,-2,-1,-2,-1,13,13.5,-26,-13.5,-1,0,0,1,0,-2,-1,0,0
1,14,13,14.5,2.6741485595703125,39,1,0,0,1,1,15,,12,12,14,12,2.6390573978424072,1521,0,12.5,0.03509116172790527,2,1,1,2,13.5,13,13.5,26,1,0,0,1,0,1,2,0,0
,15,15,9.329999923706055,2.2332351207733154,33,1,1,1,1,1,12,3,12,12,14,15,2.079441547393799,1089,0,15,0.1537935733795166,0,-1,0,-1,15,14.5,0,-14.5,1,0,9,1,0,0,-1,0,0
1,15,14,8,2.079441547393799,33,1,1,0,0,1,3,3,12,12,15,15,2.2332351207733154,1089,0,14.5,-0.1537935733795166,0,1,1,0,14.5,15,14.5,0,-1,0,-9,1,0,1,0,0,0
1,10,10,6.75,1.9095425605773926,61,1,1,0,0,1,11,1.5,12,12,11,11,2.70805025100708,3721,0,10.5,-0.7985076904296875,-1,1,0,0,10,11,0,0,0,0,-10,1,0,0,0,0,0
,11,11,15,2.70805025100708,61,1,1,0,0,1,21,1,,12,10,10,1.9095425605773926,3721,0,10.5,0.7985076904296875,1,-1,0,0,11,10,0,0,0,0,10,1,0,0,0,0,0
,16,16,25,3.2188758850097656,43,1,0,0,0,1,8,2,12,12,14,16,2.9868156909942627,1849,0,16,0.23206019401550293,0,-2,0,-2,16,15,0,-30,0,0,7,1,0,0,-2,0,0
1,16,14,19.822460174560547,2.9868156909942627,43,1,0,0,0,1,1,2,12,12,16,16,3.2188758850097656,1849,0,15,-0.23206019401550293,0,2,2,0,15,16,30,0,0,0,-7,1,0,2,0,0,0
1,16,16,28.88888931274414,3.363456964492798,49,1,0,0,0,1,9,2,12,14,16,16,3.6888794898986816,2401,0,16,-0.3254225254058838,0,0,0,0,16,16,0,0,0,0,-11,0,1,0,0,0,0
,16,16,40,3.6888794898986816,49,1,0,0,0,1,20,,12,14,16,16,3.363456964492798,2401,0,16,0.3254225254058838,0,0,0,0,16,16,0,0,0,0,11,0,1,0,0,0,0
1,12,12,5,1.6094379425048828,57,1,1,0,0,1,3.299999237060547,4,8,12,12,12,2.0893919467926025,3249,0,12,-0.4799540042877197,0,0,0,0,12,12,0,0,0,0,-16.700000762939453,0,0,0,0,0,0
,12,12,8.079999923706055,2.0893919467926025,57,1,1,0,0,1,20,,8,12,12,12,1.6094379425048828,3249,0,12,0.4799540042877197,0,0,0,0,12,12,0,0,0,0,16.700000762939453,0,0,0,0,0,0
,14,16,25,3.2188758850097656,39,0,1,0,0,0,10,,12,12,15,16,1.8325815200805664,1521,0,16,1.3862943649291992,-2,-1,-2,-1,15,15.5,-30,-15.5,0,0,-0.39999961853027344,1,0,-2,-1,0,0
1,16,15,6.25,1.8325815200805664,39,0,1,0,0,0,10.399999618530273,3,12,12,16,14,3.2188758850097656,1521,0,14.5,-1.3862943649291992,2,1,1,2,15.5,15,15.5,30,0,0,0.39999961853027344,1,0,1,2,0,0
1,13,14,6.300000190734863,1.8405497074127197,37,1,1,0,1,1,3.59999942779541,4,14,12,12,12,2.0149030685424805,1369,0,13,-0.17435336112976074,1,-2,-1,0,13.5,12,-13.5,0,1,0,-8.40000057220459,1,0,-1,0,0,0
,12,12,7.5,2.0149030685424805,37,1,1,0,0,1,12,4,12,12,14,13,1.8405497074127197,1369,0,12.5,0.17435336112976074,-1,2,0,1,12,13.5,0,13.5,-1,0,8.40000057220459,1,0,0,1,0,0
1,16,17,14.422998428344727,2.6688239574432373,30,1,0,0,0,0,7,4,16,18,16,17,2.995732307434082,900,0,17,-0.3269083499908447,-1,-1,-1,-1,16.5,16.5,-16.5,-16.5,0,0,0,0,1,0,0,-1,-1
,17,16,20,2.995732307434082,30,1,0,0,0,0,7,4,16,18,17,16,2.6688239574432373,900,0,16,0.3269083499908447,1,1,1,1,16.5,16.5,16.5,16.5,0,0,0,0,1,0,0,1,1
1,14,12,10.096246719360352,2.312163829803467,23,1,1,0,0,0,5.59999942779541,3,12,12,12,12,2.420368194580078,529,0,12,-0.10820436477661133,2,0,2,0,13,12,26,0,0,-1,0.5999994277954102,1,0,2,0,0,0
,12,12,11.25,2.420368194580078,23,1,1,0,0,1,5,3,12,12,12,14,2.312163829803467,529,0,13,0.10820436477661133,-2,0,0,-2,12,13,0,-26,0,1,-0.5999994277954102,1,0,0,-2,0,0
,18,18,9.166666984558105,2.215573787689209,30,1,0,0,0,0,1.5999994277954102,2,12,12,18,18,2.1202635765075684,900,0,18,0.09531021118164062,0,0,0,0,18,18,0,0,0,0,0,1,0,0,0,0,0
1,18,18,8.333333015441895,2.1202635765075684,30,1,0,0,0,0,1.5999994277954102,2,12,12,18,18,2.215573787689209,900,0,18,-0.09531021118164062,0,0,0,0,18,18,0,0,0,0,0,1,0,0,0,0,0
,14,13,10.199999809265137,2.3223876953125,40,1,1,0,1,1,4,5,12,12,14,13,2.4423470497131348,1600,0,13,-0.11995935440063477,1,1,1,1,13.5,13.5,13.5,13.5,1,0,2.40000057220459,1,0,1,1,0,0
1,13,14,11.5,2.4423470497131348,40,1,1,0,0,1,1.5999994277954102,5,12,12,13,14,2.3223876953125,1600,0,14,0.11995935440063477,-1,-1,-1,-1,13.5,13.5,-13.5,-13.5,-1,0,-2.40000057220459,1,0,-1,-1,0,0
1,18,18,133.3333282470703,4.892852306365967,64,1,0,0,0,1,30,2,18,14,18,18,4.286716461181641,4096,0,18,0.6061358451843262,0,0,0,0,18,18,0,0,0,0,-3,0,1,0,0,0,0
,18,18,72.7272720336914,4.286716461181641,64,1,0,1,0,1,33,2,18,14,18,18,4.892852306365967,4096,0,18,-0.6061358451843262,0,0,0,0,18,18,0,0,0,0,3,0,1,0,0,0,0
1,12,12,16.83558464050293,2.8234946727752686,50,0,1,0,0,1,13,,16,12,12,12,2.6390573978424072,2500,0,12,0.18443727493286133,0,0,0,0,12,12,0,0,-1,0,-9,0,1,0,0,0,0
,12,12,14,2.6390573978424072,50,0,1,0,1,1,22,4,12,12,12,12,2.8234946727752686,2500,0,12,-0.18443727493286133,0,0,0,0,12,12,0,0,1,0,9,0,1,0,0,0,0
,16,16,14.743664741516113,2.6908135414123535,32,1,0,0,0,0,9,,12,18,16,16,2.7558469772338867,1024,0,16,-0.0650334358215332,0,0,0,0,16,16,0,0,-1,0,-3,0,1,0,0,0,0
1,16,16,15.73436164855957,2.7558469772338867,32,1,0,0,1,0,12,3,12,12,16,16,2.6908135414123535,1024,0,16,0.0650334358215332,0,0,0,0,16,16,0,0,1,0,3,0,1,0,0,0,0
1,16,16,21.25,3.056356906890869,35,1,1,0,0,0,5,,16,12,16,16,3.525904417037964,1225,0,16,-0.4695475101470947,0,0,0,0,16,16,0,0,0,-1,1,0,1,0,0,0,0
,16,16,33.9844970703125,3.525904417037964,35,1,1,0,0,1,4,,16,12,16,16,3.056356906890869,1225,0,16,0.4695475101470947,0,0,0,0,16,16,0,0,0,1,-1,0,1,0,0,0,0
,18,16,19.230886459350586,2.9565176963806152,29,1,0,0,0,0,3.59999942779541,3,13,14,18,16,3.6888794898986816,841,0,16,-0.7323617935180664,2,2,2,2,17,17,34,34,0,-1,1.5999994277954102,0,1,0,0,2,2
1,16,18,40,3.6888794898986816,29,1,0,0,0,1,2,3,14,16,16,18,2.9565176963806152,841,0,18,0.7323617935180664,-2,-2,-2,-2,17,17,-34,-34,0,1,-1.5999994277954102,0,1,0,0,-2,-2
,13,12,14,2.6390573978424072,31,1,1,1,0,1,5,4,12,12,12,12,2.5902671813964844,961,0,12,0.04879021644592285,1,0,1,0,12.5,12,12.5,0,0,0,-1.5999994277954102,1,0,1,0,0,0
1,12,12,13.333333015441895,2.5902671813964844,31,1,1,1,0,1,6.59999942779541,4,12,12,12,13,2.6390573978424072,961,0,12.5,-0.04879021644592285,-1,0,0,-1,12,12.5,0,-12.5,0,0,1.5999994277954102,1,0,0,-1,0,0
1,13,12,11,2.397895336151123,44,1,1,0,1,1,14,4,12,12,14,12,1.7934248447418213,1936,0,12,0.6044704914093018,1,2,1,2,12.5,13,12.5,26,1,0,9,1,0,1,2,0,0
,12,14,6.010000228881836,1.7934248447418213,44,1,1,0,0,1,5,4,12,12,12,13,2.397895336151123,1936,0,13.5,-0.6044704914093018,-1,-2,-2,-1,13,12.5,-26,-12.5,-1,0,-9,1,0,-2,-1,0,0
,16,16,25.961498260498047,3.2566146850585938,33,1,0,0,0,1,10.100000381469727,3,12,12,16,16,3.179656505584717,1089,0,16,0.07695817947387695,0,0,0,0,16,16,0,0,0,0,0.10000038146972656,1,0,0,0,0,0
1,16,16,24.038494110107422,3.179656505584717,33,1,0,0,0,1,10,3,12,12,16,16,3.2566146850585938,1089,0,16,-0.07695817947387695,0,0,0,0,16,16,0,0,0,0,-0.10000038146972656,1,0,0,0,0,0
1,15,12,12.820443153381348,2.5510411262512207,44,1,1,0,0,1,2.59999942779541,1,12,12,14,12,2.7488722801208496,1936,0,12,-0.1978311538696289,3,2,3,2,13.5,13,40.5,26,0,0,0.5999994277954102,1,0,3,2,0,0
,12,14,15.625,2.7488722801208496,44,1,1,0,0,1,2,1,12,12,12,15,2.5510411262512207,1936,0,14.5,0.1978311538696289,-3,-2,-2,-3,13,13.5,-26,-40.5,0,0,-0.5999994277954102,1,0,-2,-3,0,0
1,13,12,11.75,2.463853359222412,32,1,1,0,1,1,14.600000381469727,3,16,12,12,14,2.3025851249694824,1024,0,13,0.1612682342529297,-1,0,1,-2,12.5,13,12.5,-26,1,0,11.600000381469727,0,1,0,0,1,-2
,14,12,10,2.3025851249694824,32,1,1,0,0,1,3,3,14,12,12,13,2.463853359222412,1024,0,12.5,-0.1612682342529297,1,0,2,-1,13,12.5,26,-12.5,-1,0,-11.600000381469727,0,1,0,0,2,-1
1,12,12,8,2.079441547393799,55,1,1,0,1,1,1.5999994277954102,3,,11,12,12,2.8667612075805664,3025,0,12,-0.7873196601867676,0,0,0,0,12,12,0,0,0,0,-19.900001525878906,1,0,0,0,0,0
,12,12,17.579986572265625,2.8667612075805664,55,1,1,0,1,1,21.5,3,,12,12,12,2.079441547393799,3025,0,12,0.7873196601867676,0,0,0,0,12,12,0,0,0,0,19.900001525878906,1,0,0,0,0,0
,12,12,30,3.4011974334716797,49,1,0,0,0,1,26,2,12,14,13,13,2.8387274742126465,2401,0,12.5,0.5624699592590332,-1,1,0,0,12,13,0,0,0,0,,0,1,0,0,0,0
1,13,13,17.0939998626709,2.8387274742126465,49,1,0,0,0,1,,2,12,16,12,12,3.4011974334716797,2401,0,12.5,-0.5624699592590332,1,-1,0,0,13,12,0,0,0,0,,0,1,0,0,0,0
1,16,13,125,4.828313827514648,42,1,0,1,0,1,15,1,12,12,18,13,3.150670289993286,1764,0,13,1.6776435375213623,3,5,3,5,14.5,15.5,43.5,77.5,0,0,-9,1,0,3,5,0,0
,13,18,23.351713180541992,3.150670289993286,42,0,0,1,0,1,24,1,9.5,12,13,16,4.828313827514648,1764,0,17,-1.6776435375213623,-3,-5,-5,-3,15.5,14.5,-77.5,-43.5,0,0,9,1,0,-5,-3,0,0
1,18,16,8,2.079441547393799,30,1,1,0,0,0,1,,16,18,18,16,2.4849066734313965,900,0,16,-0.40546512603759766,2,2,2,2,17,17,34,34,0,-1,0.3999999761581421,0,1,0,0,2,2
,16,18,12,2.4849066734313965,30,1,1,1,0,1,0.6000000238418579,2,16,18,16,18,2.079441547393799,900,0,18,0.40546512603759766,-2,-2,-2,-2,17,17,-34,-34,0,1,-0.3999999761581421,0,1,0,0,-2,-2
,18,12,5.25,1.6582280397415161,29,1,0,0,1,0,,4,12,12,13,13,2.021547555923462,841,0,12.5,-0.3633195161819458,5,1,6,0,15,13,90,0,0,-1,,1,0,6,0,0,0
1,13,13,7.550000190734863,2.021547555923462,29,1,0,0,1,1,9,4,14,12,12,18,1.6582280397415161,841,0,15.5,0.3633195161819458,-5,-1,0,-6,13,15,0,-90,0,1,,1,0,0,-6,0,0
1,12,12,16,2.7725887298583984,54,1,1,0,1,1,25,8,8,11,12,12,2.77944016456604,2916,0,12,-0.0068514347076416016,0,0,0,0,12,12,0,0,0,0,8.889999389648438,0,0,0,0,0,0
,12,12,16.110000610351562,2.77944016456604,54,1,1,0,1,1,16.110000610351562,7,8,11,12,12,2.7725887298583984,2916,0,12,0.0068514347076416016,0,0,0,0,12,12,0,0,0,0,-8.889999389648438,0,0,0,0,0,0
1,15,16,25,3.2188758850097656,50,1,1,0,0,1,23,,16,12,15,16,2.70805025100708,2500,0,16,0.5108256340026855,-1,-1,-1,-1,15.5,15.5,-15.5,-15.5,0,0,7,0,1,0,0,-1,-1
,16,15,15,2.70805025100708,50,1,1,0,0,1,16,2,16,12,16,15,3.2188758850097656,2500,0,15,-0.5108256340026855,1,1,1,1,15.5,15.5,15.5,15.5,0,0,-7,0,1,0,0,1,1
1,15,16,5.5,1.7047480344772339,26,1,0,0,0,0,0.19999998807907104,5,7,9,16,16,2.1202635765075684,676,0,16,-0.4155155420303345,-1,0,-1,0,15.5,16,-15.5,0,0,0,-0.40000003576278687,0,0,0,0,0,0
,16,16,8.333333015441895,2.1202635765075684,26,0,0,0,0,0,0.6000000238418579,5,7,11,16,15,1.7047480344772339,676,0,15.5,0.4155155420303345,1,0,0,1,16,15.5,0,15.5,0,0,0.40000003576278687,0,0,0,0,0,0
,18,18,26.66666603088379,3.283414363861084,34,1,0,0,0,1,5.59999942779541,3,18,16,18,18,3.2188758850097656,1156,0,18,0.06453847885131836,0,0,0,0,18,18,0,0,0,0,-6.40000057220459,0,1,0,0,0,0
1,18,18,25,3.2188758850097656,34,1,0,0,0,1,12,3,18,16,18,18,3.283414363861084,1156,0,18,-0.06453847885131836,0,0,0,0,18,18,0,0,0,0,6.40000057220459,0,1,0,0,0,0
1,15,15,7,1.945910096168518,31,1,1,0,0,0,4,1,16,12,16,16,2.207274913787842,961,0,15.5,-0.26136481761932373,-1,1,0,0,15,16,0,0,0,0,2.200000762939453,0,1,0,0,0,0
,16,16,9.090909004211426,2.207274913787842,31,1,1,0,0,0,1.7999992370605469,,16,12,15,15,1.945910096168518,961,0,15.5,0.26136481761932373,1,-1,0,0,16,15,0,0,0,0,-2.200000762939453,0,1,0,0,0,0
1,16,16,11.1889066696167,2.4149227142333984,50,1,1,0,1,1,7,,12,12,16,16,3.575549602508545,2500,0,16,-1.1606268882751465,0,0,0,0,16,16,0,0,0,0,2,0,0,0,0,0,0
,16,16,35.7142448425293,3.575549602508545,50,1,1,0,1,1,5,2,12,8,16,16,2.4149227142333984,2500,0,16,1.1606268882751465,0,0,0,0,16,16,0,0,0,0,-2,0,0,0,0,0,0
1,18,18,8,2.079441547393799,23,1,1,0,0,0,,2,12,12,18,15,2.169053792953491,529,0,16.5,-0.08961224555969238,3,0,0,3,18,16.5,0,49.5,0,0,,1,0,0,3,0,0
,15,18,8.75,2.169053792953491,23,1,1,0,0,0,0.6000000238418579,2,12,12,18,18,2.079441547393799,529,0,18,0.08961224555969238,-3,0,-3,0,16.5,18,-49.5,0,0,0,,1,0,-3,0,0,0
,18,18,16.66666603088379,2.813410758972168,32,1,1,0,0,0,0.6000000238418579,1,18,12,18,18,2.7641468048095703,1024,0,18,0.049263954162597656,0,0,0,0,18,18,0,0,0,0,0.10000002384185791,0,1,0,0,0,0
1,18,18,15.865496635437012,2.7641468048095703,32,1,1,0,0,0,0.5,1,18,12,18,18,2.813410758972168,1024,0,18,-0.049263954162597656,0,0,0,0,18,18,0,0,0,0,-0.10000002384185791,0,1,0,0,0,0
1,12,14,9.25,2.224623441696167,37,1,0,0,0,0,5,9,8,12,12,14,2.169053792953491,1369,0,14,0.05556964874267578,-2,-2,-2,-2,13,13,-26,-26,-1,0,-5,0,0,0,0,0,0
,14,12,8.75,2.169053792953491,37,1,0,0,1,0,10,10,9,12,14,12,2.224623441696167,1369,0,12,-0.05556964874267578,2,2,2,2,13,13,26,26,1,0,5,0,0,0,0,0,0
1,12,12,9.130000114440918,2.2115657329559326,28,1,1,0,0,0,0.800000011920929,3,12,12,12,12,2.555675745010376,784,0,12,-0.34411001205444336,0,0,0,0,12,12,0,0,0,0,-4.799999237060547,1,0,0,0,0,0
,12,12,12.880000114440918,2.555675745010376,28,1,1,0,0,0,5.59999942779541,3,12,12,12,12,2.2115657329559326,784,0,12,0.34411001205444336,0,0,0,0,12,12,0,0,0,0,4.799999237060547,1,0,0,0,0,0
1,16,14,7.5,2.0149030685424805,57,1,1,0,0,1,7,3,12,12,16,14,1.945910096168518,3249,0,14,0.0689929723739624,2,2,2,2,15,15,30,30,0,0,-29,0,0,0,0,0,0
,14,16,7,1.945910096168518,57,1,1,0,0,1,36,3,5,12,14,16,2.0149030685424805,3249,0,16,-0.0689929723739624,-2,-2,-2,-2,15,15,-30,-30,0,0,29,0,0,0,0,0,0
,12,12,16.110000610351562,2.77944016456604,33,1,0,0,1,1,14.899999618530273,5,12,15,12,12,2.9826464653015137,1089,0,12,-0.20320630073547363,0,0,0,0,12,12,0,0,1,0,7.899999618530273,0,1,0,0,0,0
1,12,12,19.739990234375,2.9826464653015137,33,1,0,0,0,1,7,8,12,14,12,12,2.77944016456604,1089,0,12,0.20320630073547363,0,0,0,0,12,12,0,0,-1,0,-7.899999618530273,0,1,0,0,0,0
1,12,12,10.416666984558105,2.343407154083252,56,1,0,0,0,1,28,13,8,,12,12,2.5649492740631104,3136,0,12,-0.2215421199798584,0,0,0,0,12,12,0,0,-1,0,-10,0,0,0,0,0,0
,12,12,13,2.5649492740631104,56,1,0,0,1,1,38,10,8,8,12,12,2.343407154083252,3136,0,12,0.2215421199798584,0,0,0,0,12,12,0,0,1,0,10,0,0,0,0,0,0
1,12,12,17.579986572265625,2.8667612075805664,38,1,1,0,0,1,1.5999994277954102,5,12,18,12,12,1.916922688484192,1444,0,12,0.9498385190963745,0,0,0,0,12,12,0,0,0,0,-2.40000057220459,0,1,0,0,0,0
,12,12,6.800000190734863,1.916922688484192,38,1,1,0,0,1,4,5,12,10,12,12,2.8667612075805664,1444,0,12,-0.9498385190963745,0,0,0,0,12,12,0,0,0,0,2.40000057220459,0,1,0,0,0,0
,16,16,15,2.70805025100708,36,0,1,0,1,1,11,3,14,13,16,16,2.9087209701538086,1296,0,16,-0.20067071914672852,0,0,0,0,16,16,0,0,1,1,0,0,1,0,0,0,0
1,16,16,18.33333396911621,2.9087209701538086,36,0,1,0,0,0,11,3,13,14,16,16,2.70805025100708,1296,0,16,0.20067071914672852,0,0,0,0,16,16,0,0,-1,-1,0,0,1,0,0,0,0
,12,13,14.949999809265137,2.7047111988067627,36,1,0,0,1,0,0.8999999761581421,3,12,12,12,14,2.4283363819122314,1296,0,13.5,0.27637481689453125,-2,-1,-1,-2,12.5,13,-12.5,-26,1,-1,-1.100000023841858,0,0,0,0,0,0
1,14,12,11.34000015258789,2.4283363819122314,36,1,0,0,0,1,2,3,10,10,13,12,2.7047111988067627,1296,0,12,-0.27637481689453125,2,1,2,1,13,12.5,26,12.5,-1,1,1.100000023841858,0,0,0,0,0,0
1,15,12,10,2.3025851249694824,32,1,0,1,0,0,,2,18,16,15,13,2.486509084701538,1024,0,12.5,-0.18392395973205566,2,3,3,2,13.5,14,40.5,28,0,-1,,0,1,0,0,3,2
,13,15,12.019244194030762,2.486509084701538,32,1,0,1,0,1,,2,18,16,12,15,2.3025851249694824,1024,0,15,0.18392395973205566,-2,-3,-2,-3,14,13.5,-28,-40.5,0,1,,0,1,0,0,-2,-3
,12,12,16.459991455078125,2.8009326457977295,57,1,0,0,1,1,25,4,6,6,12,12,2.6423933506011963,3249,0,12,0.1585392951965332,0,0,0,0,12,12,0,0,1,0,-8,0,0,0,0,0,0
1,12,12,14.046781539916992,2.6423933506011963,57,1,0,0,0,1,33,4,8,10,12,12,2.8009326457977295,3249,0,12,-0.1585392951965332,0,0,0,0,12,12,0,0,-1,0,8,0,0,0,0,0,0
1,16,16,5,1.6094379425048828,24,1,0,0,0,0,0.3999999761581421,4,16,16,16,16,1.6094379425048828,576,0,16,0,0,0,0,0,16,16,0,0,0,0,-0.40000003576278687,0,1,0,0,0,0
,16,16,5,1.6094379425048828,24,1,0,0,0,0,0.800000011920929,4,17,16,16,16,1.6094379425048828,576,0,16,0,0,0,0,0,16,16,0,0,0,0,0.40000003576278687,0,1,0,0,0,0
1,12,12,10.75,2.374905824661255,42,1,0,0,0,0,16,15,6,12,12,12,2.689207077026367,1764,0,12,-0.3143012523651123,0,0,0,0,12,12,0,0,-1,-1,-4,0,0,0,0,0,0
,12,12,14.720000267028809,2.689207077026367,42,1,0,0,1,1,20,15,12,12,12,12,2.374905824661255,1764,0,12,0.3143012523651123,0,0,0,0,12,12,0,0,1,1,4,0,0,0,0,0,0
,13,12,11.700421333312988,2.459624767303467,34,1,1,0,0,1,3.59999942779541,5,12,12,13,13,2.3586814403533936,1156,0,12.5,0.10094332695007324,0,1,1,0,12.5,13,12.5,0,0,0,-4.40000057220459,1,0,1,0,0,0
1,13,13,10.576995849609375,2.3586814403533936,34,1,1,0,0,1,8,5,12,12,12,13,2.459624767303467,1156,0,13,-0.10094332695007324,0,-1,0,-1,13,12.5,0,-12.5,0,0,4.40000057220459,1,0,0,-1,0,0
,16,16,10.960000038146973,2.394252300262451,27,1,1,0,0,0,2.09999942779541,4,16,12,16,16,2.911807060241699,729,0,16,-0.517554759979248,0,0,0,0,16,16,0,0,0,-1,-2.90000057220459,0,1,0,0,0,0
1,16,16,18.389999389648438,2.911807060241699,27,1,1,0,0,1,5,3,16,13,16,16,2.394252300262451,729,0,16,0.517554759979248,0,0,0,0,16,16,0,0,0,1,2.90000057220459,0,1,0,0,0,0
,16,16,25.263158798217773,3.2293472290039062,38,1,1,0,0,1,9,3,12,14,16,18,3.18762469291687,1444,0,17,0.04172253608703613,-2,0,0,-2,16,17,0,-34,0,1,-7.0999908447265625,1,0,0,-2,0,0
1,18,16,24.23080062866211,3.18762469291687,38,1,1,0,0,0,16.099990844726562,3,12,12,16,16,3.2293472290039062,1444,0,16,-0.04172253608703613,2,0,2,0,17,16,34,0,0,-1,7.0999908447265625,1,0,2,0,0,0
,12,12,7,1.945910096168518,28,1,1,0,0,0,2.59999942779541,2,12,12,12,12,1.945910096168518,784,0,12,0,0,0,0,0,12,12,0,0,0,0,0,1,0,0,0,0,0
1,12,12,7,1.945910096168518,28,1,1,0,0,0,2.59999942779541,2,12,12,12,12,1.945910096168518,784,0,12,0,0,0,0,0,12,12,0,0,0,0,0,1,0,0,0,0,0
,13,12,8.791234016418457,2.173755168914795,33,1,0,0,0,1,13.5,3,10,14,12,14.5,1.8718022108078003,1089,0,13.25,0.30195295810699463,-1.5,0,1,-2.5,12.5,13.25,12.5,-33.125,-1,0,12.5,1,0,1,-2.5,0,0
1,14.5,12,6.5,1.8718022108078003,33,1,0,0,1,1,1,3,10,14,12,13,2.173755168914795,1089,0,12.5,-0.30195295810699463,1.5,0,2.5,-1,13.25,12.5,33.125,-12.5,1,0,-12.5,1,0,2.5,-1,0,0
1,12,12,5.6399993896484375,1.7298839092254639,31,1,1,0,0,1,1,3,12,12,12,12,2.0528409481048584,961,0,12,-0.32295703887939453,0,0,0,0,12,12,0,0,0,0,-1.5999994277954102,1,0,0,0,0,0
,12,12,7.789999961853027,2.0528409481048584,31,1,1,0,0,1,2.59999942779541,3,12,12,12,12,1.7298839092254639,961,0,12,0.32295703887939453,0,0,0,0,12,12,0,0,0,0,1.5999994277954102,1,0,0,0,0,0
,10,10,7.289999961853027,1.9865034818649292,47,1,1,0,0,1,4.5,4,,,12,12,1.8245493173599243,2209,0,11,0.16195416450500488,-2,2,0,0,10,12,0,0,0,0,0.5,,,,,,
1,12,12,6.199999809265137,1.8245493173599243,47,1,1,0,0,1,4,,12,12,10,10,1.9865034818649292,2209,0,11,-0.16195416450500488,2,-2,0,0,12,10,0,0,0,0,-0.5,,,,,,
